Prompt: Summarize the business model from the following text. Answer with a continuous text and with fivehundredtwelve tokens at max. Set your focus on sources of revenue , the intended customer base , products , distribution channels  and details of financing. Use only information from the following the text:

ITEM 1. BUSINESS
Overview
Urban One, Inc. (a Delaware corporation originally formed in 1980 and hereinafter referred to as “Urban One”) and its subsidiaries (collectively, the “Company”) is an urban-oriented, multi-media company that primarily targets African-American and urban consumers. Our core business is our radio broadcasting franchise which is the largest radio broadcasting operation that primarily targets African-American and urban listeners. As of December 31, 2021, we owned and/or operated 64 independently formatted, revenue producing broadcast stations (including 54 FM or AM stations, 8 HD stations, and the 2 low power television stations we operate) located in 13 of the most populous African-American markets in the United States. While a core source of our revenue has historically been and remains the sale of local and national advertising for broadcast on our radio stations, our strategy is to operate the premier multi-media entertainment and information content platform targeting African-American and urban consumers. Thus, we have diversified our revenue streams by making acquisitions and investments in other complementary media properties. Our diverse media and entertainment interests include TV One, LLC (“TV One”), which operates two cable television networks targeting African-American and urban viewers, TV One and CLEO TV; our 80.0% ownership interest in Reach Media, Inc. (“Reach Media”), which operates the Rickey Smiley Morning Show and our other syndicated programming assets, including the Get Up! Mornings with Erica Campbell Show, Russ Parr Morning Show and the DL Hughley Show; and Interactive One, LLC (“Interactive One”), our wholly owned digital platform serving the African-American community through social content, news, information, and entertainment websites, including its Cassius and Bossip, HipHopWired and MadameNoire digital platforms and brands. We also hold a minority ownership interest in MGM National Harbor Casino, a gaming resort located in Prince George’s County, Maryland. Through our national multi-media operations, we provide advertisers with a unique and powerful delivery mechanism to communicated with African-American and urban audiences.
Our core radio broadcasting franchise operates under the brand “Radio One.”  We also operate other media brands, such as TV One, CLEO TV, Reach Media and Interactive One, while developing additional branding reflective of our diverse media operations and our targeting of African-American and urban audiences.
Recent Developments
Impact of Public Health Crisis
Throughout each of 2020 and 2021, the COVID-19 pandemic had an impact on certain of our revenue and alternative revenue sources. Most notably, a number of advertisers across a variety of significant advertising categories have ceased business or reduced advertising spend due to the pandemic. This has been particularly true within our radio segment which derives substantial revenue from local advertisers, including in areas such as Texas, Ohio and Georgia. The economies in these areas were hit particularly hard due to social distancing and other government interventions. Further, the COVID-19 pandemic has caused a shift in the way people work and commute, which in some instances has altered demand for our broadcast radio advertising. Finally, the COVID-19 outbreak caused the postponement or cancellation of certain of our tent pole special events or otherwise impaired or limited ticket sales for such events. We do not carry business interruption insurance to compensate us for losses that occurred as a result of the pandemic and such losses may continue to occur as a result of the ongoing and fluctuating nature of the COVID-19 pandemic. Outbreaks in the markets in which we operate could have material impacts on our liquidity, operations including potential impairment of assets, and our financial results. Likewise, our income from our investment in MGM National Harbor Casino has at times been negatively affected by closures and limitations on occupancy imposed by state and local governmental authorities.
We anticipate continued fluctuations in revenues due to ongoing nature of the COVID-19 pandemic. The extent to which our results continue to be affected by the COVID-19 pandemic will largely depend on future developments, which cannot be accurately predicted and are uncertain. These developments include, but are not limited to, the duration, scope and severity of the COVID-19 pandemic, any additional resurgences, variants or new viruses; the ability to effectively and widely manufacture and distribute vaccines/boosters; the public’s perception of the safety of the vaccines/boosters and the public’s willingness to take the vaccines/boosters; the effect of the COVID-19 pandemic on our customers and the ability 

7



of our clients to meet their payment terms; the public’s willingness to attend live events; and the pace of recovery when the pandemic subsides. 
Other Recent Developments
On November 6, 2020, the Company entered into a definitive asset exchange agreement with Audacy, Inc. (formerly Entercom Communications Corp.) whereby the Company would receive Charlotte stations: WLNK-FM (Adult Contemporary); WBT-AM & FM (News Talk Radio); and WFNZ-AM & 102.5 FM Translator (Sports Radio). In exchange, Urban One would transfer three radio stations to Audacy: St. Louis, WHHL-FM (Urban Contemporary); Philadelphia, WPHI-FM (Urban Contemporary); and Washington, DC, WTEM-AM (Sports); as well as the intellectual property to its St. Louis radio station, WFUN-FM (Adult Urban Contemporary). The Company and Audacy began operation of the exchanged stations on or about November 23, 2020 under LMAs until Federal Communications Commission (“FCC”) approval was obtained. The deal was subject to FCC approval and other customary closing conditions and, after obtaining the approvals, closed on April 20, 2021. In addition, the Company entered into an asset purchase agreement with Gateway Creative Broadcasting, Inc. (“Gateway”) for the remaining assets of our WFUN station in a separate transaction which also closed on April 20, 2021. The Company received approximately $8.0 million and exchanged approximately $8.0 million in tangible and intangible assets as part of the transaction with Gateway. 
PPP Loans
On December 27, 2020, the Consolidated Appropriations Act of 2021 was signed into law. The legislation creates a second round of Paycheck Protection Program (“PPP”) loans of up to $2 million available to businesses with 300 or fewer employees that have sustained a 25% revenue loss in any quarter of 2020. Certain of the new PPP provisions may benefit broadcasters such as the Company. The provisions (i) allow individual TV and radio stations to apply for PPP loans as long as the individual TV or radio station employs not more than 300 employees per physical location; (ii) permit the Small Business Administration (“SBA”) to make loans up to $10 million total across TV and radio stations owned by a station group; (iii) require newly eligible individual TV and radio stations to make a good faith certification that proceeds of the loan will be used to support expenses for the production or distribution of locally-focused or emergency information; and (iv) waive any prohibition on loans to broadcast stations owned by publicly traded entities. On January 29, 2021, the Company submitted an application for participation in the PPP loan program. On June 1, 2021, the Company received proceeds of approximately $7.5 million. The loan bears interest at a fixed rate of 1% per year and will not be changed during the life of the loan. The loan matures June 1, 2026. The Company is in the process of applying for loan forgiveness. While certain of the PPP loans may be forgivable, until they are repaid or forgiven, the loan amount may constitute debt under the 2028 Notes (as defined below) and increase the Company’s leverage.
2028 Notes Offering
On January 25, 2021, the Company closed on an offering (the “2028 Notes Offering”) of $825 million in aggregate principal amount of senior secured notes due 2028 (the “2028 Notes”) in a private offering exempt from the registration requirements of the Securities Act of 1933, as amended (the “Securities Act”). The 2028 Notes are general senior secured obligations of the Company and are guaranteed on a senior secured basis by certain of the Company’s direct and indirect restricted subsidiaries. The 2028 Notes mature on February 1, 2028 and interest on the Notes accrues and is payable semi-annually in arrears on February 1 and August 1 of each year, commencing on August 1, 2021 at the rate of 7.375% per annum. 
The Company used the net proceeds from the 2028 Notes Offering, together with cash on hand, to repay or redeem (1) the loans outstanding under that certain Credit Agreement, dated as of April 18, 2017, by and among the Company, various lenders party thereto, Guggenheim Securities Credit Partners, LLC, as administrative agent, and The Bank of New York Mellon, as collateral agent (the “2017 Credit Facility”); (2) our 2018 credit agreement (“2018 Credit Facility”), among the Company, the lenders party thereto from time to time, Wilmington Trust, National Association, as administrative agent, and TCG Senior Funding L.L.C., as sole lead arranger and sole book runner; (3) the 2018 credit agreement entered into by Urban One Entertainment SPV, LLC and its immediate parent, Radio One Entertainment Holdings, LLC, each of which is a wholly owned subsidiary of the Company, providing $50.0 million in term loan borrowings (the “MGM National Harbor Loan”); (4) the remaining amounts of our 7.375% Senior Secured Notes due 2022 (the “7.375% Notes”); and (5) our 8.75% Senior Secured Notes due December 2022 (the “8.75% Notes”). Upon 

8



settlement of the 2028 Notes Offering, the 2017 Credit Facility, the 2018 Credit Facility and the MGM National Harbor Loan were terminated and the indentures governing the 7.375% Notes and the 8.75% Notes were satisfied and discharged.
Segments
As part of our consolidated financial statements, consistent with our financial reporting structure and how the Company currently manages its businesses, we have provided selected financial information on the Company’s four reportable segments: (i) radio broadcasting; (ii) cable television; (iii) Reach Media; and (iv) digital.
Our Radio Station Portfolio, Strategy and Markets
As noted above, our core business is our radio broadcasting franchise which is the largest radio broadcasting operation in the country primarily targeting African-American and urban listeners. Within the markets in which we operate, we strive to build clusters of radio stations with each radio station targeting different demographic segments of the African-American population. This clustering and programming segmentation strategy allows us to achieve greater penetration within the distinct segments of our overall target market. In addition, we have been able to achieve operating efficiencies by consolidating office and studio space where possible to minimize duplicative management positions and reduce overhead expenses. Depending on market conditions, changes in ratings methodologies and economic and demographic shifts, from time to time, we may reprogram some of our stations in underperforming segments of certain markets.
As of December 31, 2021, we owned and/or operated 64 independently formatted, revenue producing broadcast stations (including 54 FM or AM stations, 8 HD stations, and the 2 low power television stations we operate but excluding translators) located in 13 of the most populous African-American markets in the United States. The following tables set forth further selected information about our portfolio of radio stations as of December 31, 2021.

​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
---------------+---+---------------------+---+-------------+---+--------+---+---------+---+------------------+---+--------------------+---+---------------------+---+---------
​ | ​ | Urban One | ​ | Market Data
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | Entire Audience | ​ | Ranking by Size of | ​ | Estimated Fall 2021
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | Four Book | ​ | African-American | ​ | Metro 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | Average Audience | ​ | Population Persons | ​ | Population Persons 
Market | ​ | Number of Stations* | ​ | Share(1) | ​ | 12+(2) | ​ | 12+ 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | African-
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | Total | ​ | American
​ | | FM | | AM | | HD | | LP/TV** | | ​ | | ​ | | (millions) | | % 
Atlanta | | 4 | | | | 1 | | | | 12.3 | | 2 | | 5.1 | | 36 
Washington, DC | | 4 | | 2 | | | | | | 10.8 | | 3 | | 5.1 | | 27 
Houston | | 3 | | ​ | | 1 | | | | 9.5 | | 6 | | 6.1 | | 18 
Dallas | | 2 | | | | | | | | 4.2 | | 5 | | 6.5 | | 17 
Philadelphia | | 2 | | ​ | | 2 | | | | 3.5 | | 7 | | 4.8 | | 21 
Baltimore | | 2 | | 2 | | 1 | | | | 14.9 | | 11 | | 2.5 | | 30 
Charlotte | | 6 | | 1 | | | | | | 18.6 | | 12 | | 2.4 | | 23 
Raleigh-Durham | | 4 | | | | | | | | 16.0 | | 18 | | 1.7 | | 22 
Cleveland | | 2 | | 2 | | 1 | | | | 11.7 | | 20 | | 1.8 | | 20 
Richmond(3) | | 4 | | 2 | | | | | | 18.1 | | 23 | | 1.1 | | 30 
Columbus | | 5 | | ​ | | | | 1 | | 6.3 | | 25 | | 1.7 | | 18 
Indianapolis | | 3 | | 1 | | 1 | | 1 | | 12.2 | | 30 | | 1.6 | | 17 
Cincinnati | | 2 | | 1 | | 1 | | | | 6.4 | | 36 | | 1.9 | | 13 
Total | | 43 | | 11 | | 8 | | 2 | | | | | | | | 


(1) | Audience share data are for the 12+ demographic and derived from the Nielsen Survey ending with the Fall 2021 Nielsen Survey.
----+------------------------------------------------------------------------------------------------------------------------------


(2) | Population estimates are from the Nielsen Radio Market Survey Population, Rankings and Information, Fall 2021.
----+---------------------------------------------------------------------------------------------------------------


(3) | Richmond is the only market in which we operate using the diary methodology of audience measurement.
----+-----------------------------------------------------------------------------------------------------


* | 19 non-independently formatted HD stations and 12 non-independently formatted translators owned and operated by the Company are not included in the above station count. Changes in the programming of our HD stations or translators may alter our station count from time to time.
--+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------


** | Low power television station
---+-----------------------------

9




​ | ​ | ​ | ​ | ​ | ​ | ​ 
Providing content across various distribution platforms is a highly competitive business. Our digital and cable television segments compete for the time and attention of internet users and viewers and, thus, advertisers and advertising revenues with a wide range of internet companies such as AmazonTM, NetflixTM, Yahoo!TM, GoogleTM, and MicrosoftTM, with social networking sites such as FacebookTM and with traditional media companies, which are increasingly offering their own digital products and services both organically and through acquisition. We experience competition for the development and acquisition of content, distribution of content, sale of commercial time on our digital and cable television networks and viewership. There is competition from other digital companies, production studios and other television networks for the acquisition of content and creative talent such as writers, producers and directors. Our ability to produce and acquire popular content is an important competitive factor for the distribution of our content, attracting viewers and the sale of advertising. Our success in securing popular content and creative talent depends on various factors such as the number of competitors providing content that targets the same genre and audience, the distribution of our content, viewership, and the production, marketing and advertising support we provide.

13



Our TV One and CLEO TV cable television networks compete with other networks and platforms for the acquisition and distribution of content and for fees charged to cable television operators, DTH satellite service providers, and other distributors that carry our content. Our ability to secure distribution agreements is necessary to ensure the retention of our audiences. Our contractual agreements with distributors are renewed or renegotiated from time to time in the ordinary course of business. Growth in the number of networks distributed, consolidation and other market conditions in the cable and satellite distribution industry, and increased popularity of other platforms may adversely affect our ability to obtain and maintain contractual terms for the distribution of our content that are as favorable as those currently in place. The ability to secure distribution agreements is dependent upon the production, acquisition and packaging of original content, viewership, the marketing and advertising support and incentives provided to distributors, the product offering across a series of networks within a region, and the prices charged for carriage.
Our networks and digital products compete with other television networks, including broadcast, cable, local networks and other content distribution outlets for their target audiences and the sale of advertising. Our success in selling advertising is a function of the size and demographics of our audiences, quantitative and qualitative characteristics of the audience of each network, the perceived quality of the network and of the particular content, the brand appeal of the network and ratings/algorithms as determined by third-party research companies or search engines, prices charged for advertising and overall advertiser demand in the marketplace.
Federal Antitrust Laws
The agencies responsible for enforcing the federal antitrust laws, the Federal Trade Commission or the Department of Justice, may investigate certain acquisitions. We cannot predict the outcome of any specific FTC or Department of Justice investigation. Any decision by the FTC or the Department of Justice to challenge a proposed acquisition could affect our ability to consummate the acquisition or to consummate it on the proposed terms. For an acquisition meeting certain size thresholds, the Hart-Scott-Rodino Antitrust Improvements Act of 1976 requires the parties to file Notification and Report Forms concerning antitrust issues with the FTC and the Department of Justice and to observe specified waiting period requirements before consummating the acquisition.
Federal Regulation of Radio Broadcasting
The radio broadcasting industry is subject to extensive and changing regulation by the FCC and other federal agencies of ownership, programming, technical operations, employment and other business practices. The FCC regulates radio broadcast stations pursuant to the Communications Act of 1934, as amended (the “Communications Act”). The Communications Act permits the operation of radio broadcast stations only in accordance with a license issued by the FCC upon a finding that the grant of a license would serve the public interest, convenience and necessity. Among other things, the FCC:

● | assigns frequency bands for radio broadcasting;
--+------------------------------------------------


● | determines the particular frequencies, locations, operating power, interference standards, and other technical parameters for radio broadcast stations;
--+--------------------------------------------------------------------------------------------------------------------------------------------------------


● | issues, renews, revokes and modifies radio broadcast station licenses;
--+-----------------------------------------------------------------------


● | imposes annual regulatory fees and application processing fees to recover its administrative costs;
--+----------------------------------------------------------------------------------------------------


● | establishes technical requirements for certain transmitting equipment to restrict harmful emissions;
--+-----------------------------------------------------------------------------------------------------


● | adopts and implements regulations and policies that affect the ownership, operation, program content, employment, and business practices of radio broadcast stations; and
--+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------


● | has the power to impose penalties, including monetary forfeitures, for violations of its rules and the Communications Act.
--+---------------------------------------------------------------------------------------------------------------------------

14



The Communications Act prohibits the assignment of an FCC license, or the transfer of control of an FCC licensee, without the prior approval of the FCC. In determining whether to grant or renew a radio broadcast license or consent to the assignment or transfer of control of a license, the FCC considers a number of factors, including restrictions on foreign ownership, compliance with FCC media ownership limits and other FCC rules, the character and other qualifications of the licensee (or proposed licensee) and compliance with the Anti-Drug Abuse Act of 1988. A licensee’s failure to comply with the requirements of the Communications Act or FCC rules and policies may result in the imposition of sanctions, including admonishment, fines, the grant of a license renewal for less than a full eight-year term or with conditions, denial of a license renewal application, the revocation of an FCC license, and/or the denial of FCC consent to acquire additional broadcast properties.
Congress, the FCC and, in some cases, other federal agencies and local jurisdictions are considering or may in the future consider and adopt new laws, regulations and policies that could affect the operation, ownership and profitability of our radio stations, result in the loss of audience share and advertising revenue for our radio broadcast stations or affect our ability to acquire additional radio broadcast stations or finance such acquisitions. Such matters include or may include:

● | changes to the license authorization and renewal process;
--+----------------------------------------------------------


● | proposals to increase record keeping, including enhanced disclosure of stations’ efforts to serve the public interest;
--+-----------------------------------------------------------------------------------------------------------------------


● | proposals to impose spectrum use or other fees on FCC licensees;
--+-----------------------------------------------------------------


● | changes to rules relating to political broadcasting, including proposals to grant free air time to candidates, and other changes regarding political and non-political program content, political advertising rates and sponsorship disclosures;
--+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------


● | revised rules and policies regarding the regulation of the broadcast of indecent content;
--+------------------------------------------------------------------------------------------


● | proposals to increase the actions stations must take to demonstrate service to their local communities;
--+--------------------------------------------------------------------------------------------------------


● | technical and frequency allocation matters;
--+--------------------------------------------


● | changes in broadcast multiple ownership, foreign ownership, cross-ownership and ownership attribution rules and policies;
--+--------------------------------------------------------------------------------------------------------------------------


● | service and technical rules for digital radio, including possible additional public interest requirements for terrestrial digital audio broadcasters;
--+------------------------------------------------------------------------------------------------------------------------------------------------------


● | legislation that would provide for the payment of sound recording royalties to artists, musicians or record companies whose music is played on terrestrial radio stations; and
--+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------


● | changes to tax laws affecting broadcast operations and acquisitions.
--+---------------------------------------------------------------------

The FCC also has adopted procedures for the auction of broadcast spectrum in circumstances where two or more parties have filed mutually exclusive applications for authority to construct new stations or certain major changes in existing stations. Such procedures may limit our efforts to modify or expand the broadcast signals of our stations.
We cannot predict what changes, if any, might be adopted or considered in the future, or what impact, if any, the implementation of any particular proposals or changes might have on our business.
FCC License Grants and Renewals. In making licensing determinations, the FCC considers an applicant’s legal, technical, character and other qualifications. The FCC grants radio broadcast station licenses for specific periods of time 

15



and, upon application, may renew them for additional terms. A station may continue to operate beyond the expiration date of its license if a timely filed license renewal application is pending. Under the Communications Act, radio broadcast station licenses may be granted for a maximum term of eight years.
Generally, the FCC renews radio broadcast licenses without a hearing upon a finding that:

● | the radio station has served the public interest, convenience and necessity;
--+-----------------------------------------------------------------------------


● | there have been no serious violations by the licensee of the Communications Act or FCC rules and regulations; and
--+------------------------------------------------------------------------------------------------------------------


● | there have been no other violations by the licensee of the Communications Act or FCC rules and regulations which, taken together, indicate a pattern of abuse.
--+---------------------------------------------------------------------------------------------------------------------------------------------------------------

After considering these factors and any petitions to deny or informal objections against a license renewal application (which may lead to a hearing), the FCC may grant the license renewal application with or without conditions, including renewal for a term less than the maximum otherwise permitted. Historically, our licenses have been renewed for full eight-year terms without any conditions or sanctions; however, there can be no assurance that the licenses of each of our stations will be renewed for a full term without conditions or sanctions.
Types of FCC Broadcast Licenses. The FCC classifies each AM and FM radio station. An AM radio station operates on either a clear channel, regional channel or local channel. A clear channel serves wide areas, particularly at night. A regional channel serves primarily a principal population center and the contiguous rural areas. A local channel serves primarily a community and the suburban and rural areas immediately contiguous to it. AM radio stations are designated as Class A, Class B, Class C or Class D. Class A, B and C stations each operate unlimited time. Class A radio stations render primary and secondary service over an extended area. Class B stations render service only over a primary service area. Class C stations render service only over a primary service area that may be reduced as a consequence of interference. Class D stations operate either during daytime hours only, during limited times only, or unlimited time with low nighttime power.
FM class designations depend upon the geographic zone in which the transmitter of the FM radio station is located. The minimum and maximum facilities requirements for an FM radio station are determined by its class. In general, commercial FM radio stations are classified as follows, in order of increasing power and antenna height: Class A, B1, C3, B, C2, C1, C0 and C. The FCC has adopted a rule subjecting Class C FM stations that do not satisfy a certain antenna height requirement to an involuntary downgrade in class to Class C0 under certain circumstances.
Urban One’s Licenses. The following table sets forth information with respect to each of our radio stations for which we hold the license as of December 31, 2021. Stations which we do not own as of December 31, 2021, but operate under an LMA, are not reflected on this table. A broadcast station’s market may be different from its community of license. The coverage of an AM radio station is chiefly a function of the power of the radio station’s transmitter, less dissipative power losses and any directional antenna adjustments. For FM radio stations, signal coverage area is chiefly a function of the 

16



ERP of the radio station’s antenna and the HAAT of the radio station’s antenna. “ERP” refers to the effective radiated power of an FM radio station. “HAAT” refers to the antenna height above average terrain of an FM radio station.

​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
---------------+---+----------------------+---+-------------+---+-------+---+-----------+---+---------+---+-----------+---+------------
​ | | ​ | | ​ | ​ | ​ | | ​ | | Antenna | | ​ | | ​ 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ERP (FM) | ​ | Height | ​ | ​ | ​ | ​ 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | Power | ​ | (AM) | ​ | ​ | ​ | Expiration 
​ | ​ | ​ | ​ | Year of | | FCC | ​ | (AM) in | ​ | HAAT in | ​ | Operating | ​ | Date of FCC
Market | ​ | Station Call Letters | ​ | Acquisition | ​ | Class | ​ | Kilowatts | ​ | Meters | ​ | Frequency | ​ | License 
Atlanta | | WUMJ-FM | | 1999 | | C3 | | 8.5 | | 165.0 | | 97.5 MHz | | 4/1/2028 
​ | | WAMJ-FM | | 1999 | | C2 | | 33.0 | | 185.0 | | 107.5 MHz | | 4/1/2028 
​ | | WHTA-FM | | 2002 | | C2 | | 35.0 | | 177.0 | | 107.9 MHz | | 4/1/2028 
​ | | WPZE-FM | | 1999 | | A | | 3.0 | | 143.0 | | 102.5 MHz | | 4/1/2028 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Washington, DC | | WOL-AM | | 1980 | | C | | 0.4 | | N/A | | 1450 kHz | | 10/1/2027 
​ | | WMMJ-FM | | 1987 | | A | | 2.9 | | 146.0 | | 102.3 MHz | | 10/1/2027 
​ | | WKYS-FM | | 1995 | | B | | 24.5 | | 215.0 | | 93.9 MHz | | 10/1/2027 
​ | | WPRS-FM | | 2008 | | B | | 20.0 | | 244.0 | | 104.1 MHz | | 10/1/2027 
​ | | WYCB-AM | | 1998 | | C | | 1.0 | | N/A | | 1340 kHz | | 10/1/2027 
​ | | WDCJ-FM | | 2017 | | A | | 2.9 | | 145.0 | | 92.7 MHz | | 10/1/2027 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Philadelphia | | WPHI-FM | | 1997 | | A | | 0.3 | | 338.0 | | 103.9 MHz | | 8/1/2022 
​ | | WRNB-FM | | 2000 | | B | | 17.0 | | 263.0 | | 100.3 MHz | | 8/1/2022 
​ | | WPPZ-FM | | 2004 | | A | | 0.8 | | 276.0 | | 107.9 MHz | | 6/1/2022 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Houston | | KMJQ-FM | | 2000 | | C | | 100.0 | | 524.0 | | 102.1 MHz | | 8/1/20211 
​ | | KBXX-FM | | 2000 | | C | | 100.0 | | 585.0 | | 97.9 MHz | | 8/1/20211 
​ | | KROI-FM | | 2004 | | C1 | | 40.0 | | 421.0 | | 92.1 MHz | | 8/1/20211 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Dallas | | KBFB-FM | | 2000 | | C | | 100.0 | | 574.0 | | 97.9 MHz | | 8/1/2029 
​ | | KZMJ-FM | | 2001 | | C | | 100.0 | | 591.0 | | 94.5 MHz | | 8/1/2029 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Baltimore | | WWIN-AM | | 1992 | | C | | 0.5 | | N/A | | 1400 kHz | | 10/1/2027 
​ | | WWIN-FM | | 1992 | | A | | 3.0 | | 91.0 | | 95.9 MHz | | 10/1/2027 
​ | | WOLB-AM | | 1993 | | D | | 0.3 | | N/A | | 1010 kHz | | 10/1/2027 
​ | | WERQ-FM | | 1993 | | B | | 37.0 | | 173.0 | | 92.3 MHz | | 10/1/2027 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Charlotte | | WQNC-FM | | 2000 | | C3 | | 10.5 | | 154.0 | | 92.7 MHz | | 12/1/2027 
​ | | WPZS-FM | | 2004 | | A | | 6.0 | | 94.0 | | 100.9 MHz | | 12/1/2027 
​ | | WOSF-FM | | 2014 | | C1 | | 51.0 | | 395.0 | | 105.3 MHz | | 12/1/2027 
​ | ​ | WBT-FM | ​ | 2021 | ​ | C3 | ​ | 7.7 | ​ | 182.2 | ​ | 99.3 MHz | ​ | 12/1/2027 
​ | ​ | WBT-AM | ​ | 2021 | ​ | A | ​ | 50.0 | ​ | N/A | ​ | 1110 MHz | ​ | 12/1/2027 
​ | ​ | WFNZ-AM | ​ | 2021 | ​ | B | ​ | 5.0 | ​ | N/A | ​ | 610 MHz | ​ | 12/1/2027 
​ | ​ | WLNK-FM | ​ | 2021 | ​ | C | ​ | 100.0 | ​ | 576.0 | ​ | 107.9 MHz | ​ | 12/1/2027 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Cleveland | | WJMO-AM | | 1999 | | B | | 5.0 | | N/A | | 1300 kHz | | 10/1/2028 
​ | | WENZ-FM | | 1999 | | B | | 16.0 | | 272.0 | | 107.9 MHz | | 10/1/2028 
​ | | WZAK-FM | | 2000 | | B | | 27.5 | | 189.0 | | 93.1 MHz | | 10/1/2028 
​ | | WERE-AM | | 2000 | | C | | 1.0 | | N/A | | 1490 kHz | | 10/1/2028 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Raleigh-Durham | | WQOK-FM | | 2000 | | C2 | | 50.0 | | 146.0 | | 97.5 MHz | | 12/1/2027 
​ | | WFXK-FM | | 2000 | | C1 | | 100.0 | | 299.0 | | 104.3 MHz | | 12/1/2027 
​ | | WFXC-FM | | 2000 | | C3 | | 13.0 | | 141.0 | | 107.1 MHz | | 12/1/2027 
​ | | WNNL-FM | | 2000 | | C3 | | 7.9 | | 176.0 | | 103.9 MHz | | 12/1/2027 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Richmond | | WPZZ-FM | | 1999 | | C1 | | 100.0 | | 299.0 | | 104.7 MHz | | 10/1/2027 
​ | | WCDX-FM | | 2001 | | B1 | | 4.5 | | 235.0 | | 92.1 MHz | | 10/1/2027 
​ | | WKJM-FM | | 2001 | | A | | 6.0 | | 100.0 | | 99.3 MHz | | 10/1/2027 
​ | | WKJS-FM | | 2001 | | A | | 2.3 | | 162.0 | | 105.7 MHz | | 10/1/2027 
​ | | WTPS-AM | | 2001 | | C | | 1.0 | | N/A | | 1240 kHz | | 10/1/2027 
​ | | WXGI-AM | | 2017 | | D | | 3.9 | | N/A | | 950 kHz | | 10/1/2027 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Columbus | | WCKX-FM | | 2001 | | A | | 1.9 | | 126.0 | | 107.5 MHz | | 10/1/2028 
​ | | WBMO-FM | | 2001 | | A | | 6.0 | | 99.0 | | 106.3 MHz | | 10/1/2028 
​ | | WXMG-FM | | 2016 | | B | | 21.0 | | 232.0 | | 95.5 MHz | | 10/1/2028 
​ | | WJYD-FM | | 2016 | | A | | 6.0 | | 100.0 | | 107.1 MHz | | 10/1/2028 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Indianapolis | | WHHH-FM | | 2000 | | A | | 3.3 | | 87.0 | | 96.3 MHz | | 8/1/2028 
​ | | WTLC-FM | | 2000 | | A | | 6.0 | | 99.0 | | 106.7 MHz | | 8/1/2028 
​ | | WNOW-FM | | 2000 | | A | | 6.0 | | 100.0 | | 100.9 MHz | | 8/1/2028 
​ | | WTLC-AM | | 2001 | | B | | 5.0 | | N/A | | 1310 kHz | | 8/1/2028 
​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ | ​ 
Cincinnati | | WIZF-FM | | 2001 | | A | | 2.5 | | 155.0 | | 101.1 MHz | | 8/1/2028 
​ | | WDBZ-AM | | 2007 | | C | | 1.0 | | N/A | | 1230 kHz | | 10/1/2028 
​ | | WOSL-FM | | 2006 | | A | | 3.1 | | 141.0 | | 100.3 MHz | | 10/1/2028 

